policy_id,customer_id,agent_id,product_id,effective_date,term_years,expiration_date,canceled_flag,status,annual_premium_usd,deductible_usd,life_face_amount_usd,life_insured_age
1097,355,13,3,2015-06-23,2,2017-06-22,False,expired,303.79,231,,
1098,297,28,2,2015-08-16,3,2018-08-15,False,expired,296.02,1499,,
1099,443,39,3,2010-02-27,1,2011-02-27,False,expired,252.85,482,,
1100,467,1,3,2019-10-19,1,2020-10-18,False,expired,2139.4,217,,
1101,311,37,3,2016-08-09,1,2017-08-09,False,expired,118.49,173,,
1102,492,22,3,2016-12-06,2,2018-12-06,False,expired,21.43,285,,
1103,110,10,1,2009-06-29,1,2010-06-29,False,expired,3901.02,982,,
1104,113,39,2,2025-04-26,2,2027-04-26,False,active,294.41,1973,,
1105,192,7,1,2018-10-04,1,2019-10-04,False,expired,3929.18,321,,
1106,267,36,3,2015-08-19,3,2018-08-18,False,expired,45.78,202,,
1107,270,4,2,2016-11-01,2,2018-11-01,False,expired,6375.44,1178,,
1108,233,4,2,2006-03-27,1,2007-03-27,False,expired,13173.96,1339,,
1109,424,37,2,2023-05-13,2,2025-05-12,False,expired,117.33,1443,,
1110,304,24,2,2018-09-04,1,2019-09-04,False,expired,118.33,2271,,
1111,39,21,2,2012-04-06,2,2014-04-06,False,expired,1841.4,2251,,
1112,149,27,2,2007-09-27,1,2008-09-26,False,expired,2586.72,1070,,
1113,190,33,3,2015-07-18,3,2018-07-17,False,expired,192.89,260,,
1114,443,35,5,2011-06-10,1,2012-06-09,False,expired,7033.45,1050,,
1115,278,13,2,2010-04-24,3,2013-04-23,False,expired,3301.55,1313,,
1116,16,38,2,2022-07-09,2,2024-07-08,False,expired,698.14,1748,,
1117,316,24,2,2019-07-16,1,2020-07-15,False,expired,1448.36,2195,,
1118,271,29,1,2021-06-09,4,2025-06-08,False,expired,274.26,1122,,
1119,249,32,1,2010-08-09,2,2012-08-08,False,expired,2507.81,1060,,
1120,284,32,4,2021-06-13,2,2023-06-13,False,expired,519.62,1033,,
1121,451,23,4,2012-01-19,3,2015-01-18,False,expired,1238.3,470,,
1122,439,4,1,2009-06-09,1,2010-06-09,False,expired,4138.43,879,,
1123,189,30,1,2012-05-25,1,2013-05-25,False,expired,3771.56,661,,
1124,213,15,2,2016-12-15,1,2017-12-15,False,expired,1004.3,706,,
1125,243,35,2,2010-12-12,1,2011-12-12,False,expired,939.24,2399,,
1126,169,35,2,2007-04-12,1,2008-04-11,True,expired,731.44,2383,,
1127,300,17,2,2019-04-15,1,2020-04-14,False,expired,1048.95,1881,,
1128,268,10,3,2023-09-19,1,2024-09-18,False,expired,11406.34,507,,
1129,481,15,2,2021-06-29,2,2023-06-29,False,expired,6187.19,2115,,
1130,259,22,4,2020-11-13,2,2022-11-13,False,expired,1900.0,1194,,
1131,103,38,2,2017-03-03,1,2018-03-03,False,expired,6828.77,1458,,
1132,233,6,2,2017-11-25,2,2019-11-25,False,expired,2259.02,659,,
1133,52,37,1,2023-10-18,1,2024-10-17,False,expired,200.28,1243,,
1134,277,37,3,2006-04-12,1,2007-04-12,False,expired,1362.85,316,,
1135,298,37,1,2008-01-29,3,2011-01-28,False,expired,809.89,1219,,
1136,212,31,4,2012-11-15,3,2015-11-15,False,expired,10516.43,731,,
1137,63,39,1,2023-06-01,1,2024-05-31,False,expired,910.72,331,,
1138,400,16,1,2007-11-09,1,2008-11-08,False,expired,988.59,895,,
1139,406,6,4,2019-08-30,3,2022-08-29,False,expired,95.11,366,,
1140,448,28,2,2009-06-21,1,2010-06-21,False,expired,260.51,612,,
1141,222,15,3,2023-10-15,1,2024-10-14,False,expired,1881.79,491,,
1142,323,16,2,2019-09-02,2,2021-09-01,False,expired,2754.31,2196,,
1143,64,4,1,2007-08-07,1,2008-08-06,False,expired,588.55,506,,
1144,365,3,2,2016-07-18,1,2017-07-18,False,expired,26474.35,1811,,
1145,444,25,2,2025-08-16,2,2027-08-16,False,active,1052.28,974,,
1146,470,30,1,2022-01-14,1,2023-01-14,False,expired,384.65,632,,
1147,111,19,1,2009-12-13,1,2010-12-13,False,expired,1135.13,1232,,
1148,106,36,2,2023-03-20,1,2024-03-19,False,expired,18284.81,1413,,
1149,327,19,2,2018-06-23,1,2019-06-23,False,expired,3115.86,1117,,
1150,185,37,2,2020-02-13,1,2021-02-12,False,expired,3758.92,2448,,
1151,479,26,2,2012-12-31,3,2015-12-31,False,expired,4564.29,1792,,
1152,492,25,1,2024-12-12,1,2025-12-12,False,active,73.88,1077,,
1153,207,1,2,2019-11-30,2,2021-11-29,False,expired,2594.74,960,,
1154,193,2,1,2018-10-23,1,2019-10-23,False,expired,1609.39,530,,
1155,359,7,3,2018-03-23,1,2019-03-23,False,expired,101.58,495,,
1156,238,29,1,2006-02-17,1,2007-02-17,False,expired,13319.02,1166,,
1157,243,28,2,2009-09-19,1,2010-09-19,False,expired,315.02,711,,
1158,375,3,2,2011-06-15,2,2013-06-14,False,expired,509.53,877,,
1159,279,6,1,2013-02-28,2,2015-02-28,False,expired,1406.27,409,,
1160,281,24,1,2023-08-06,3,2026-08-05,False,active,3170.3,421,,
1161,161,26,1,2011-10-20,1,2012-10-19,False,expired,1025.43,829,,
1162,95,5,3,2024-04-22,1,2025-04-22,False,expired,577.3,557,,
1163,481,22,1,2007-05-10,4,2011-05-09,False,expired,515.46,1076,,
1164,127,27,1,2022-05-04,2,2024-05-03,False,expired,1279.8,667,,
1165,160,5,4,2023-02-07,1,2024-02-07,True,expired,171.33,350,,
1166,125,6,2,2014-03-18,3,2017-03-17,True,expired,12175.45,850,,
1167,425,30,1,2008-01-17,1,2009-01-16,False,expired,4352.32,862,,
1168,240,34,4,2011-03-20,1,2012-03-19,False,expired,363.71,845,,
1169,370,14,1,2020-02-02,1,2021-02-01,False,expired,681.85,571,,
1170,318,39,1,2012-09-02,2,2014-09-02,False,expired,1173.58,685,,
1171,164,27,2,2006-08-17,3,2009-08-16,False,expired,2229.51,2435,,
1172,33,2,2,2006-12-04,1,2007-12-04,False,expired,174.96,1674,,
1173,189,36,2,2021-01-16,3,2024-01-16,False,expired,854.49,1708,,
1174,228,1,2,2006-11-20,1,2007-11-20,False,expired,99.7,751,,
1175,370,7,2,2024-07-09,2,2026-07-09,False,active,286.79,2498,,
1176,51,24,2,2023-09-01,2,2025-08-31,False,active,165.6,2167,,
1177,240,10,3,2018-05-10,1,2019-05-10,False,expired,502.28,424,,
1178,146,1,1,2012-12-02,1,2013-12-02,False,expired,498.81,892,,
1179,333,18,1,2014-08-24,3,2017-08-23,False,expired,15338.51,1090,,
1180,315,11,3,2016-04-14,2,2018-04-14,False,expired,749.45,433,,
1181,454,12,6,2010-12-06,3,2013-12-05,False,expired,228.51,87,,
1182,216,23,2,2018-01-15,3,2021-01-14,False,expired,882.04,1169,,
1183,423,11,3,2017-05-13,1,2018-05-13,False,expired,574.17,288,,
1184,460,27,2,2017-02-03,1,2018-02-03,False,expired,229.44,986,,
1185,240,17,3,2019-03-15,4,2023-03-14,False,expired,2478.0,440,,
1186,349,38,2,2012-08-08,1,2013-08-08,False,expired,2768.42,729,,
1187,313,18,2,2016-11-17,1,2017-11-17,False,expired,399.9,2388,,
1188,259,31,2,2019-08-19,1,2020-08-18,False,expired,2492.97,1419,,
1189,152,24,1,2016-12-05,1,2017-12-05,False,expired,29364.9,508,,
1190,448,37,2,2022-07-10,1,2023-07-10,False,expired,891.55,2316,,
1191,400,13,1,2009-06-21,1,2010-06-21,False,expired,9156.11,1177,,
1192,72,6,2,2024-09-29,3,2027-09-29,False,active,3964.11,1180,,
1193,246,3,1,2018-12-15,1,2019-12-15,False,expired,4665.04,917,,
1194,404,17,3,2014-02-12,1,2015-02-12,False,expired,229.44,368,,
1195,297,39,2,2020-10-19,1,2021-10-19,False,expired,1152.44,1396,,
1196,229,12,1,2022-07-03,1,2023-07-03,False,expired,727.75,416,,
1197,453,4,3,2022-06-07,1,2023-06-07,False,expired,271.14,180,,
1198,257,25,4,2006-04-08,1,2007-04-08,False,expired,2292.07,475,,
1199,280,26,2,2021-07-24,1,2022-07-24,False,expired,5129.27,700,,
1200,433,38,4,2010-03-23,1,2011-03-23,False,expired,2265.2,480,,
1201,163,23,1,2012-03-30,1,2013-03-30,False,expired,130.98,1093,,
1202,492,13,2,2024-05-15,2,2026-05-15,False,active,39562.59,1898,,
1203,221,4,2,2012-12-23,1,2013-12-23,False,expired,291.98,1492,,
1204,316,10,2,2023-11-01,1,2024-10-31,True,expired,12125.75,1755,,
1205,266,1,2,2023-12-27,1,2024-12-26,False,expired,368.12,1544,,
1206,327,33,1,2024-07-30,1,2025-07-30,False,expired,247.43,672,,
1207,65,36,3,2008-09-13,1,2009-09-13,False,expired,125.45,477,,
1208,14,8,1,2006-08-20,1,2007-08-20,False,expired,3113.11,394,,
1209,459,9,1,2012-01-24,1,2013-01-23,False,expired,19307.9,1053,,
1210,80,18,2,2010-10-24,1,2011-10-24,False,expired,282.22,1056,,
1211,311,16,2,2015-01-25,2,2017-01-24,False,expired,258.92,738,,
1212,132,25,4,2016-11-25,2,2018-11-25,False,expired,1496.57,631,,
1213,429,34,2,2006-03-06,3,2009-03-05,False,expired,1292.66,2179,,
1214,490,5,2,2011-07-14,2,2013-07-13,False,expired,363.99,2410,,
1215,484,34,2,2024-11-30,1,2025-11-30,False,active,2768.18,1767,,
1216,117,15,2,2015-02-19,2,2017-02-18,False,expired,497.19,1856,,
1217,368,3,2,2020-09-11,1,2021-09-11,False,expired,464.46,610,,
1218,378,0,2,2006-10-05,1,2007-10-05,True,expired,3812.12,1974,,
1219,131,12,1,2023-06-22,1,2024-06-21,False,expired,2043.89,1011,,
1220,477,25,2,2021-10-26,3,2024-10-25,False,expired,116.58,1217,,
1221,405,13,1,2013-06-21,1,2014-06-21,False,expired,7401.4,546,,
1222,164,39,3,2017-01-31,1,2018-01-31,False,expired,221.22,310,,
1223,354,24,2,2006-11-29,1,2007-11-29,False,expired,916.62,2333,,
1224,499,34,3,2008-06-24,2,2010-06-24,False,expired,2397.62,159,,
1225,23,28,1,2025-08-13,1,2026-08-13,False,active,1625.01,719,,
1226,467,22,2,2011-09-12,2,2013-09-11,False,expired,19.74,2293,,
1227,277,25,4,2017-06-13,2,2019-06-13,False,expired,877.73,378,,
1228,134,10,2,2019-05-31,1,2020-05-30,False,expired,22921.52,2333,,
1229,489,23,1,2008-10-25,2,2010-10-25,False,expired,3598.83,634,,
1230,90,8,1,2008-11-20,1,2009-11-20,False,expired,660.96,435,,
1231,454,31,3,2025-05-11,2,2027-05-11,True,expired,227.59,498,,
1232,57,17,3,2006-01-31,1,2007-01-31,False,expired,4343.94,306,,
1233,50,25,3,2019-05-17,1,2020-05-16,True,expired,960.58,417,,
1234,464,31,2,2019-09-15,2,2021-09-14,False,expired,2891.96,1142,,
1235,310,24,4,2012-06-22,2,2014-06-22,False,expired,2445.89,312,,
1236,274,38,3,2019-12-11,2,2021-12-10,True,expired,1386.02,512,,
1237,346,34,2,2013-01-29,2,2015-01-29,False,expired,581.84,1717,,
1238,416,17,2,2020-04-01,1,2021-04-01,False,expired,740.13,1367,,
1239,441,15,2,2007-06-09,1,2008-06-08,False,expired,617.36,2131,,
1240,167,30,3,2024-07-23,1,2025-07-23,False,expired,452.13,539,,
1241,483,24,1,2020-09-18,1,2021-09-18,False,expired,2636.18,888,,
1242,301,16,2,2014-01-27,1,2015-01-27,False,expired,713.01,1157,,
1243,367,8,3,2015-07-19,1,2016-07-18,False,expired,2794.26,505,,
1244,404,5,3,2016-08-17,3,2019-08-17,True,expired,318.41,622,,
1245,405,19,3,2020-11-26,2,2022-11-26,False,expired,7530.88,422,,
1246,289,18,2,2015-04-13,1,2016-04-12,False,expired,348.81,951,,
1247,50,4,1,2007-12-03,2,2009-12-02,False,expired,18953.2,946,,
1248,384,2,1,2023-08-30,2,2025-08-29,False,active,3314.28,1037,,
1249,195,15,3,2018-03-23,1,2019-03-23,True,expired,136.91,470,,
1250,441,39,1,2024-07-19,1,2025-07-19,False,expired,592.39,301,,
1251,443,30,2,2015-11-09,1,2016-11-08,False,expired,2760.09,731,,
1252,213,38,1,2018-12-22,1,2019-12-22,False,expired,13198.21,435,,
1253,132,27,5,2012-02-26,2,2014-02-25,False,expired,2546.97,857,,
1254,188,32,1,2020-10-19,3,2023-10-19,False,expired,6722.1,1209,,
1255,287,32,2,2012-05-19,2,2014-05-19,False,expired,604.74,991,,
1256,484,23,3,2019-07-03,1,2020-07-02,False,expired,154.37,243,,
1257,75,31,1,2023-11-22,1,2024-11-21,False,expired,305.61,459,,
1258,471,1,4,2015-06-25,2,2017-06-24,False,expired,648.75,593,,
1259,464,37,2,2007-08-17,2,2009-08-16,False,expired,11746.32,1860,,
1260,467,3,2,2015-06-27,3,2018-06-26,False,expired,644.76,1094,,
1261,393,27,2,2017-12-01,1,2018-12-01,False,expired,2950.91,2445,,
1262,495,0,4,2020-11-18,3,2023-11-18,False,expired,49.59,375,,
1263,200,8,1,2021-08-31,2,2023-08-31,False,expired,557.2,796,,
1264,75,36,1,2024-02-12,1,2025-02-11,False,expired,68.41,517,,
1265,361,17,1,2021-04-13,2,2023-04-13,True,expired,98.98,734,,
1266,193,21,1,2015-08-20,1,2016-08-19,False,expired,3585.7,510,,
1267,208,31,1,2021-03-12,2,2023-03-12,False,expired,2612.3,780,,
1268,59,12,1,2013-03-01,2,2015-03-01,False,expired,1102.59,733,,
1269,40,30,1,2014-01-19,1,2015-01-19,False,expired,2242.92,582,,
1270,322,20,3,2024-07-25,1,2025-07-25,False,expired,5413.53,407,,
1271,384,10,4,2017-06-05,2,2019-06-05,False,expired,11412.4,358,,
1272,239,6,1,2006-04-18,3,2009-04-17,False,expired,2033.01,1151,,
1273,452,38,1,2007-04-08,2,2009-04-07,False,expired,932.47,1152,,
1274,248,17,2,2010-06-04,2,2012-06-03,False,expired,245.93,2420,,
1275,470,17,3,2021-11-27,2,2023-11-27,False,expired,1414.42,202,,
1276,333,33,1,2017-09-01,2,2019-09-01,False,expired,666.01,802,,
1277,322,2,2,2010-08-03,1,2011-08-03,False,expired,3757.6,1179,,
1278,16,32,1,2019-06-18,1,2020-06-17,False,expired,6843.93,1240,,
1279,26,0,2,2012-04-09,1,2013-04-09,False,expired,3208.33,1077,,
1280,90,32,1,2014-11-16,2,2016-11-15,False,expired,5127.52,700,,
1281,373,8,1,2025-03-16,1,2026-03-16,False,active,3553.8,1058,,
1282,361,30,2,2020-02-12,1,2021-02-11,False,expired,179.18,2381,,
1283,40,25,1,2015-12-06,2,2017-12-05,False,expired,938.44,476,,
1284,84,5,2,2016-08-09,1,2017-08-09,False,expired,1179.46,858,,
1285,310,3,4,2015-08-22,1,2016-08-21,False,expired,466.65,941,,
1286,330,6,3,2008-12-09,1,2009-12-09,True,expired,4160.4,237,,
1287,69,34,1,2015-02-26,2,2017-02-25,False,expired,849.82,386,,
1288,281,10,2,2023-07-16,1,2024-07-15,False,expired,1513.57,2438,,
1289,342,9,1,2017-01-22,2,2019-01-22,False,expired,1883.62,1228,,
1290,64,17,3,2014-07-01,2,2016-06-30,False,expired,1396.73,169,,
1291,81,18,1,2020-08-15,1,2021-08-15,False,expired,996.14,1242,,
1292,378,3,1,2018-06-25,3,2021-06-24,True,expired,1461.24,739,,
1293,430,18,2,2016-03-25,3,2019-03-25,False,expired,179.66,1564,,
1294,177,2,4,2018-02-16,2,2020-02-16,False,expired,1160.64,953,,
1295,489,3,1,2006-08-30,3,2009-08-29,False,expired,2759.99,546,,
1296,340,25,3,2009-05-28,1,2010-05-28,False,expired,9723.45,214,,
1297,30,33,1,2016-12-24,1,2017-12-24,False,expired,1450.42,674,,
1298,461,37,2,2018-04-28,3,2021-04-27,False,expired,145.93,641,,
1299,20,29,3,2019-05-04,2,2021-05-03,False,expired,155.43,376,,
1300,94,37,2,2012-02-22,2,2014-02-21,False,expired,488.06,804,,
1301,306,18,3,2008-08-05,1,2009-08-05,True,expired,1012.33,264,,
1302,129,28,1,2010-11-26,2,2012-11-25,False,expired,2026.11,980,,
1303,24,3,1,2014-04-19,1,2015-04-19,False,expired,307.19,1040,,
1304,235,5,3,2025-01-02,1,2026-01-02,False,active,5918.01,298,,
1305,138,34,2,2022-06-11,2,2024-06-10,False,expired,9399.31,1627,,
1306,155,17,3,2011-05-23,2,2013-05-22,False,expired,660.56,199,,
1307,291,26,3,2024-03-25,1,2025-03-25,False,expired,163.26,371,,
1308,146,26,2,2006-04-09,2,2008-04-08,False,expired,796.68,1476,,
1309,348,21,2,2013-03-03,1,2014-03-03,False,expired,2687.0,926,,
1310,212,25,1,2015-03-04,4,2019-03-03,False,expired,3172.67,872,,
1311,481,25,2,2014-01-01,1,2015-01-01,False,expired,1708.21,1178,,
1312,232,33,3,2017-04-11,1,2018-04-11,False,expired,537.89,244,,
1313,397,25,3,2014-06-28,2,2016-06-27,False,expired,867.29,453,,
1314,303,12,2,2014-08-25,1,2015-08-25,False,expired,616.41,2485,,
1315,465,30,2,2020-10-05,1,2021-10-05,False,expired,24047.83,971,,
1316,163,2,1,2021-08-18,1,2022-08-18,False,expired,472.34,1121,,
1317,78,18,2,2017-07-24,2,2019-07-24,False,expired,358.19,760,,
1318,43,6,2,2023-02-19,1,2024-02-19,False,expired,798.57,626,,
1319,221,17,3,2008-12-25,1,2009-12-25,False,expired,1752.53,618,,
1320,492,17,3,2025-08-06,2,2027-08-06,False,active,341.66,575,,
1321,158,1,2,2010-01-12,1,2011-01-12,False,expired,301.05,931,,
1322,53,31,1,2016-11-10,1,2017-11-10,False,expired,523.59,781,,
1323,318,24,3,2017-04-01,1,2018-04-01,False,expired,139.41,172,,
1324,330,23,2,2011-11-22,1,2012-11-21,False,expired,96.43,1975,,
1325,478,20,2,2020-03-27,1,2021-03-27,False,expired,93.3,1969,,
1326,291,10,1,2015-12-15,2,2017-12-14,False,expired,4139.4,836,,
1327,174,31,2,2021-08-31,1,2022-08-31,False,expired,2772.2,1906,,
1328,57,39,3,2014-06-02,2,2016-06-01,False,expired,2161.71,275,,
1329,125,18,1,2015-03-09,1,2016-03-08,False,expired,2063.04,527,,
1330,19,16,1,2006-02-10,1,2007-02-10,False,expired,3072.11,796,,
1331,423,11,1,2021-08-25,1,2022-08-25,True,expired,649.25,1166,,
1332,460,27,3,2015-07-04,1,2016-07-03,False,expired,389.64,353,,
1333,106,13,1,2021-11-26,2,2023-11-26,False,expired,124.77,1220,,
1334,121,10,3,2015-01-25,2,2017-01-24,False,expired,466.59,390,,
1335,231,31,2,2014-01-27,4,2018-01-26,False,expired,16779.11,1655,,
1336,203,19,2,2020-08-15,2,2022-08-15,False,expired,195.71,1935,,
1337,323,37,1,2010-07-25,1,2011-07-25,False,expired,4611.33,428,,
1338,430,16,2,2011-05-05,2,2013-05-04,True,expired,1029.32,1727,,
1339,66,35,2,2017-04-14,1,2018-04-14,False,expired,1815.16,967,,
1340,427,29,3,2008-07-15,4,2012-07-14,False,expired,29.09,247,,
1341,194,32,3,2012-11-12,3,2015-11-12,False,expired,130.71,449,,
1342,49,25,3,2012-02-12,2,2014-02-11,False,expired,56.55,362,,
1343,11,24,1,2024-04-11,1,2025-04-11,False,expired,605.11,1182,,
1344,155,2,1,2006-03-23,2,2008-03-22,False,expired,10988.35,1234,,
1345,324,25,1,2020-07-19,1,2021-07-19,False,expired,521.22,746,,
1346,169,0,4,2009-05-05,2,2011-05-05,False,expired,1577.06,1110,,
1347,491,18,2,2009-01-23,1,2010-01-23,False,expired,6730.69,2169,,
1348,300,29,4,2006-03-22,3,2009-03-21,False,expired,3717.11,597,,
1349,434,37,3,2017-07-22,1,2018-07-22,False,expired,262.49,524,,
1350,361,2,4,2019-04-12,2,2021-04-11,False,expired,2818.88,1181,,
1351,282,22,3,2017-04-21,2,2019-04-21,False,expired,300.19,179,,
1352,319,28,1,2009-09-29,1,2010-09-29,False,expired,4693.32,726,,
1353,137,37,4,2018-01-12,1,2019-01-12,False,expired,249.0,449,,
1354,288,14,1,2009-07-01,1,2010-07-01,False,expired,417.42,905,,
1355,109,15,2,2020-12-08,1,2021-12-08,False,expired,25698.33,2073,,
1356,388,39,3,2014-07-10,2,2016-07-09,False,expired,151.05,255,,
1357,223,21,1,2009-06-26,3,2012-06-25,False,expired,1984.5,952,,
1358,318,25,3,2015-12-15,1,2016-12-14,False,expired,84.4,252,,
1359,389,29,2,2012-05-11,1,2013-05-11,False,expired,239.49,2439,,
1360,306,32,4,2019-03-02,1,2020-03-01,False,expired,2633.24,995,,
1361,481,19,1,2006-04-12,2,2008-04-11,False,expired,3977.26,536,,
1362,428,38,1,2022-07-19,2,2024-07-18,False,expired,6789.26,584,,
1363,224,17,4,2013-01-22,1,2014-01-22,False,expired,3155.4,1004,,
1364,193,32,3,2014-09-19,2,2016-09-18,False,expired,73.58,192,,
1365,383,18,1,2010-01-29,3,2013-01-28,False,expired,6998.03,675,,
1366,305,1,2,2010-04-09,2,2012-04-08,False,expired,112.43,1179,,
1367,209,32,1,2017-06-22,1,2018-06-22,False,expired,2042.1,476,,
1368,104,28,2,2012-01-15,1,2013-01-14,False,expired,13844.91,2238,,
1369,74,23,3,2012-11-15,1,2013-11-15,False,expired,1031.97,551,,
1370,249,26,1,2011-03-13,1,2012-03-12,False,expired,1101.9,594,,
1371,234,29,1,2012-10-18,1,2013-10-18,False,expired,128.95,765,,
1372,60,7,3,2023-08-13,1,2024-08-12,False,expired,695.26,265,,
1373,29,5,1,2018-10-21,1,2019-10-21,False,expired,107.66,312,,
1374,190,28,2,2015-06-06,1,2016-06-05,False,expired,365.44,1577,,
1375,498,6,1,2019-03-31,1,2020-03-30,False,expired,1478.37,948,,
1376,386,17,4,2021-01-13,2,2023-01-13,False,expired,3077.1,841,,
1377,475,11,3,2019-02-19,1,2020-02-19,False,expired,234.24,518,,
1378,340,24,3,2015-07-27,2,2017-07-26,False,expired,272.71,232,,
1379,408,3,3,2008-01-29,1,2009-01-28,False,expired,1551.27,451,,
1380,410,28,2,2013-01-31,3,2016-01-31,False,expired,1020.3,874,,
1381,289,23,1,2016-12-12,2,2018-12-12,False,expired,524.01,625,,
1382,398,6,1,2006-02-02,1,2007-02-02,False,expired,916.06,799,,
1383,19,29,3,2025-02-18,1,2026-02-18,False,active,717.17,298,,
1384,466,39,2,2024-08-11,1,2025-08-11,False,expired,6501.29,1160,,
1385,44,27,3,2006-05-02,1,2007-05-02,False,expired,58.73,553,,
1386,348,20,1,2012-06-04,2,2014-06-04,False,expired,5389.6,386,,
1387,4,24,2,2017-06-20,2,2019-06-20,False,expired,164.51,1196,,
1388,110,6,1,2015-08-30,1,2016-08-29,False,expired,681.42,372,,
1389,455,9,1,2007-11-22,1,2008-11-21,True,expired,1453.83,923,,
1390,214,3,2,2021-02-25,2,2023-02-25,True,expired,1582.7,1517,,
1391,268,13,1,2019-08-06,1,2020-08-05,False,expired,1714.6,1181,,
1392,388,11,3,2013-07-25,1,2014-07-25,False,expired,2385.81,455,,
1393,160,11,2,2017-02-03,1,2018-02-03,False,expired,623.67,2263,,
1394,382,6,1,2023-03-10,2,2025-03-09,False,expired,458.84,950,,
1395,254,18,2,2007-06-20,3,2010-06-19,False,expired,2666.19,763,,
1396,127,33,1,2017-11-19,1,2018-11-19,False,expired,1100.83,710,,
1397,75,10,2,2023-06-13,3,2026-06-12,False,active,3530.96,705,,
1398,475,13,2,2025-02-09,3,2028-02-09,False,active,13277.5,2240,,
1399,217,33,2,2022-06-07,1,2023-06-07,False,expired,15188.97,1120,,
1400,224,29,3,2023-02-01,2,2025-01-31,False,expired,127.11,447,,
1401,421,2,1,2008-02-11,2,2010-02-10,False,expired,20554.42,1175,,
1402,27,24,2,2025-04-24,2,2027-04-24,True,expired,10999.47,1180,,
1403,405,14,3,2011-08-11,3,2014-08-10,False,expired,85.43,600,,
1404,4,17,1,2023-12-09,1,2024-12-08,False,expired,361.86,505,,
1405,403,12,2,2019-11-28,1,2020-11-27,False,expired,3193.89,1923,,
1406,100,10,2,2015-06-19,1,2016-06-18,False,expired,2767.85,666,,
1407,375,17,1,2023-10-27,1,2024-10-26,False,expired,2823.62,866,,
1408,318,0,1,2007-05-06,2,2009-05-05,False,expired,284.3,1246,,
1409,63,33,3,2010-12-18,1,2011-12-18,False,expired,1278.25,171,,
1410,49,38,2,2014-07-05,1,2015-07-05,True,expired,31491.49,1799,,
1411,78,31,2,2014-12-22,1,2015-12-22,False,expired,5367.09,1319,,
1412,425,0,1,2018-10-21,2,2020-10-20,False,expired,1051.56,1222,,
1413,135,32,2,2010-03-19,1,2011-03-19,False,expired,984.58,2255,,
1414,116,2,2,2014-05-25,1,2015-05-25,False,expired,1598.69,1945,,
1415,217,30,1,2016-02-02,1,2017-02-01,False,expired,223.02,711,,
1416,232,3,3,2010-05-20,2,2012-05-19,False,expired,217.91,571,,
1417,39,13,2,2015-09-09,1,2016-09-08,False,expired,2164.16,2365,,
1418,231,18,1,2020-09-01,1,2021-09-01,False,expired,582.51,911,,
1419,33,16,3,2018-09-30,2,2020-09-29,False,expired,1525.9,408,,
1420,45,2,1,2010-03-22,3,2013-03-21,False,expired,844.45,410,,
1421,324,30,4,2007-11-22,1,2008-11-21,False,expired,599.08,455,,
1422,423,13,2,2025-02-11,1,2026-02-11,False,active,2093.14,2481,,
1423,474,26,4,2011-01-02,1,2012-01-02,False,expired,1022.0,1044,,
1424,363,36,2,2021-05-23,2,2023-05-23,False,expired,1276.5,2220,,
1425,466,16,6,2014-05-04,1,2015-05-04,False,expired,3192.31,201,,
1426,236,39,1,2009-05-15,1,2010-05-15,False,expired,425.25,784,,
1427,356,13,1,2018-01-30,1,2019-01-30,False,expired,1375.8,456,,
1428,48,4,2,2017-01-23,2,2019-01-23,False,expired,615.59,1759,,
1429,71,15,1,2008-12-02,1,2009-12-02,False,expired,3863.38,1109,,
1430,436,19,2,2005-11-16,1,2006-11-16,False,expired,3813.14,1511,,
1431,223,32,3,2011-09-04,1,2012-09-03,False,expired,90.05,510,,
1432,330,22,3,2007-01-13,2,2009-01-12,False,expired,12342.76,182,,
1433,333,20,2,2021-11-13,1,2022-11-13,False,expired,1547.02,1476,,
1434,274,34,1,2017-05-10,1,2018-05-10,False,expired,25.37,584,,
1435,315,9,3,2005-09-13,4,2009-09-12,False,expired,823.7,551,,
1436,312,15,2,2014-11-24,1,2015-11-24,False,expired,554.41,2286,,
1437,415,17,3,2020-09-12,2,2022-09-12,False,expired,808.15,513,,
1438,324,15,4,2024-06-02,3,2027-06-02,False,active,679.1,1080,,
1439,151,21,2,2025-04-30,1,2026-04-30,False,active,1306.55,978,,
1440,386,20,1,2022-07-08,1,2023-07-08,False,expired,638.24,1166,,
1441,36,6,2,2017-08-27,2,2019-08-27,False,expired,12735.19,2167,,
1442,233,34,2,2009-05-11,1,2010-05-11,False,expired,7241.31,2255,,
1443,80,21,1,2014-12-08,1,2015-12-08,False,expired,2542.64,738,,
1444,215,26,2,2021-08-22,1,2022-08-22,False,expired,949.82,1309,,
1445,220,20,2,2016-01-30,1,2017-01-29,False,expired,502.01,1993,,
1446,17,24,2,2015-11-23,1,2016-11-22,False,expired,320.94,683,,
1447,396,2,2,2016-08-02,3,2019-08-02,False,expired,1482.79,1960,,
1448,308,31,1,2017-05-23,1,2018-05-23,False,expired,2178.22,635,,
1449,294,31,3,2023-12-09,1,2024-12-08,False,expired,362.54,340,,
1450,261,39,2,2019-01-09,2,2021-01-08,False,expired,632.07,1064,,
1451,136,7,1,2014-10-22,1,2015-10-22,False,expired,8308.19,781,,
1452,393,24,2,2007-10-31,2,2009-10-30,False,expired,658.48,1311,,
1453,495,30,4,2022-09-23,1,2023-09-23,False,expired,1971.72,946,,
1454,230,13,2,2024-09-24,2,2026-09-24,False,active,104.71,2271,,
